outlet,competitor,url,published_at,channel,section,author,words,chars,sentences,sent_len_mean,sent_len_median,long_sentence_share,paragraphs,par_len_sentences_mean,flesch_ru,fkgl_ru,passive_per_1000,bureaucratic_per_1000,nominalization_per_1000,numbers_per_1000,percents_per_1000,dates_per_1000,quotes,attributions,links_external,links_internal,images,videos,title_words,title_chars,title_type,lead_words,lead_type,headings,headings_per_1000,structure,genre,named_sources,named_sources_per_1000,anonymous_sources,primary_doc_links,verifiable,opinion_marked,evaluative_in_news,update_mark,modified_meta,modified_gap_hours,primacy,fact_opinion_mixed
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/16/mobile,2026-07-16T12:40:35+05:00,site,,Gazeta,203,1562,12,16.42,18.5,0.0,8,1.5,12.5,16.8,128.08,4.93,39.41,39.41,0.0,19.7,0,0,1,0,0,0,9,64,утверждение,27,фактологический,0,0.0,перевёрнутая пирамида,новость,0,0.0,0,1,True,False,0,False,True,0.03,пресс-релиз без обработки,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/16/ptu,2026-07-16T13:00:45+05:00,site,,,250,2102,16,15.44,17.5,0.0,12,1.42,25.4,14.7,96.0,0.0,52.0,20.0,0.0,0.0,0,0,5,0,0,0,13,78,утверждение,34,отложенный,2,8.0,нарратив,новость,0,0.0,0,1,True,False,0,False,True,-0.57,работа с первоисточником,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/16/natalia-kashinas-exhibitions,2026-07-16T13:10:27+05:00,site,,Фарзона Хамидова; Gazeta,420,3133,33,12.3,11.0,0.061,10,3.3,23.4,14.0,100.0,0.0,14.29,30.95,0.0,0.0,1,2,0,0,0,0,11,88,утверждение,43,фактологический,0,0.0,перевёрнутая пирамида,расширенная новость,0,0.0,0,0,False,False,0,False,True,0.6,рерайт,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/16/ambassador,2026-07-16T13:13:22+05:00,site,,Gazeta,92,689,4,22.5,20.0,0.25,4,1.0,13.3,18.6,54.35,10.87,43.48,10.87,0.0,10.87,1,1,1,0,0,0,8,61,утверждение,24,отложенный,0,0.0,nut graf,новость,1,10.87,0,0,False,False,0,False,True,0.0,рерайт,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/16/registration,2026-07-16T13:35:51+05:00,site,,Gazeta,289,2295,15,18.93,22.0,0.2,10,1.5,2.3,19.0,117.65,10.38,58.82,17.3,0.0,17.3,0,0,1,0,0,0,11,70,утверждение,36,фактологический,2,6.92,перевёрнутая пирамида,новость,0,0.0,0,1,True,False,0,False,True,0.0,работа с первоисточником,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/16/railway,2026-07-16T15:58:22+05:00,site,,Gazeta,298,2107,19,13.68,12.0,0.0,10,1.9,30.7,13.4,134.23,0.0,13.42,93.96,0.0,10.07,3,3,1,4,0,0,10,65,утверждение,27,фактологический,0,0.0,перевёрнутая пирамида,новость,2,6.71,0,0,False,False,0,False,True,0.0,комментарий эксперта,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/16/turon,2026-07-16T16:51:06+05:00,site,,Gazeta,161,1304,14,10.64,9.5,0.0,9,1.56,1.8,16.5,130.43,6.21,55.9,74.53,0.0,18.63,2,3,2,2,0,0,13,108,утверждение,21,отложенный,0,0.0,nut graf,новость,2,12.42,0,0,False,False,0,False,True,3.02,комментарий эксперта,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/17/asrr,2026-07-17T09:11:09+05:00,site,,Gazeta,112,963,6,18.0,16.5,0.167,6,1.17,-17.5,21.5,80.36,0.0,17.86,17.86,0.0,17.86,0,1,1,3,0,0,8,71,утверждение,25,фактологический,0,0.0,перевёрнутая пирамида,новость,1,8.93,0,0,False,False,0,False,True,0.07,рерайт,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/17/landfill,2026-07-17T14:16:29+05:00,site,,Gazeta,332,2507,17,18.12,15.0,0.176,12,1.42,4.7,18.4,96.39,3.01,57.23,63.25,0.0,21.08,1,6,2,0,0,0,13,85,утверждение,30,фактологический,0,0.0,перевёрнутая пирамида,новость,5,15.06,0,2,True,False,0,False,True,163.38,собственный сбор,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/18/uzbekistan-airports,2026-07-18T10:05:31+05:00,site,,Орифжон Хошимов; Gazeta,560,3944,39,13.33,12.0,0.026,16,2.44,32.9,13.0,101.79,0.0,19.64,55.36,3.57,12.5,1,3,0,0,0,0,9,74,how-to,40,фактологический,0,0.0,перевёрнутая пирамида,расширенная новость,0,0.0,0,0,False,False,0,False,True,-10.8,рерайт,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/19/darya-nesterenko,2026-07-19T00:00:00+05:00,site,,,71,519,6,11.83,9.5,0.167,11,1.18,35.7,12.1,42.25,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,6,59,утверждение,6,сценический,0,0.0,нарратив,новость,0,0.0,0,0,False,False,0,False,False,,рерайт,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/19/mamadaminov,2026-07-19T16:06:58+05:00,site,,Gazeta,423,3381,29,13.9,14.0,0.034,15,1.93,3.1,17.3,92.2,2.36,44.92,40.19,9.46,4.73,5,8,0,2,0,0,9,77,утверждение,29,фактологический,1,2.36,перевёрнутая пирамида,расширенная новость,5,11.82,0,0,False,False,0,False,True,18.68,комментарий эксперта,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/20/higher-school,2026-07-20T11:00:18+05:00,site,,,478,3726,23,19.74,19.0,0.261,16,1.44,3.5,19.1,75.31,0.0,43.93,23.01,0.0,4.18,1,0,2,0,0,0,11,85,утверждение,50,отложенный,5,10.46,разбор по пунктам,интервью,0,0.0,0,0,False,False,0,False,True,-71.78,рерайт,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/20/foreign-tour-operators,2026-07-20T14:04:27+05:00,site,,Gazeta,251,2206,13,19.23,20.0,0.077,9,1.44,-13.1,21.3,115.54,11.95,39.84,3.98,0.0,0.0,1,1,1,0,0,0,9,85,утверждение,38,фактологический,0,0.0,перевёрнутая пирамида,новость,1,3.98,0,1,True,False,0,False,True,0.0,собственный сбор,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/20/brb,2026-07-20T15:00:55+05:00,site,,,354,3302,15,23.07,23.0,0.467,11,1.45,-27.6,24.5,45.2,16.95,73.45,19.77,0.0,0.0,5,1,1,0,0,0,10,85,утверждение,37,фактологический,0,0.0,перевёрнутая пирамида,расширенная новость,1,2.82,0,0,False,False,0,False,True,-2.8,рерайт,False
Gazeta.uz,gazeta,https://www.gazeta.uz/ru/2026/07/20/heatwave,2026-07-20T15:55:33+05:00,site,,Gazeta,153,1138,11,12.64,12.0,0.0,6,1.83,14.4,15.3,91.5,0.0,6.54,98.04,0.0,26.14,0,0,1,0,0,0,12,96,утверждение,32,фактологический,0,0.0,перевёрнутая пирамида,новость,0,0.0,0,1,True,False,0,False,True,0.08,работа с первоисточником,False
